name,x [m],y [m],z [m]
N,60.83734995644773,75.08456286229193,2.4
NE,93.93951868684962,76.05326983053237,2.4
E,122.75577778625302,31.351566199213263,2.4
SE,100.83702469227136,2.203806881792844,2.4
S,68.3534248105716,2.0,2.4
SW,32.24493272125255,4.965663364157081,2.4
W,2.0,39.6021143142134,2.4
NW,29.00703495956259,75.79010753147304,2.4
